angry
disgust
fear
happy
sad
surprise
0.077051885
0.005081575
0.22504894
0.013564501
0.6560403
0.023212833
0.04125693
0.025943393
0.19202079
0.026868058
0.6919244
0.021986447
0.13821791
0.052586965
0.22278833
0.051521745
0.50172293
0.033162173
0.05592159
0.0042076404
0.25815296
0.0058402983
0.6444198
0.03145768
0.04268622
0.0061304383
0.17348208
0.024374226
0.73614883
0.017178236
0.13183674
0.019337917
0.17476486
0.021625094
0.62046444
0.031970937
0.056647334
0.0031401142
0.23185553
0.0052588247
0.6709332
0.03216503
0.055945076
0.003360378
0.24451216
0.005721252
0.6521773
0.038283866
0.0553425
0.0051231184
0.27381203
0.0031653242
0.6227163
0.039840803
0.054847114
0.007487255
0.2712923
0.0024525686
0.6264968
0.037423935
0.06047781
0.0045566023
0.2878981
0.0032457751
0.6099871
0.03383463
0.058413934
0.005205546
0.28308147
0.0025510453
0.6055939
0.045154102
0.06434373
0.0061044614
0.28196517
0.0030984282
0.5993057
0.045182485
0.06548006
0.0057401373
0.26114887
0.0033430508
0.61741465
0.046873257
0.07144516
0.0055609965
0.26163128
0.0049843597
0.6186441
0.03773407
0.058726583
0.0054681757
0.26231822
0.003415101
0.62654245
0.04352942
0.06964304
0.008001895
0.25327897
0.0029903864
0.6025339
0.06355183
0.06537102
0.0056616385
0.3148539
0.0034606543
0.5280223
0.0826305
0.062189702
0.0041900533
0.2897177
0.005867822
0.5784171
0.059617594
0.07961427
0.006052056
0.28585172
0.0057112095
0.5673427
0.05542808
0.071930096
0.005953833
0.29116628
0.00584792
0.58610076
0.039001137
0.096844725
0.007882226
0.25021523
0.058289334
0.54229164
0.044476844
0.11096621
0.005649343
0.225831
0.08444142
0.5146161
0.058495928
0.10546782
0.0087904865
0.22151193
0.06550312
0.5470817
0.05164498
0.116648264
0.010887698
0.2361062
0.06698026
0.5044588
0.06491881
0.1196027
0.012641072
0.23146063
0.061187726
0.51663077
0.05847705
0.15595542
0.00561575
0.16406628
0.4310108
0.1853388
0.058012962
0.09706526
0.0116573665
0.2485742
0.084791616
0.51659024
0.041321382
0.100444265
0.013638773
0.13285244
0.13391034
0.60604024
0.0131139
0.09804052
0.011164682
0.24047652
0.10261501
0.5086867
0.03901648
0.052767873
0.0117973285
0.08777863
0.60971117
0.20562465
0.032320336
0.11143252
0.02623889
0.14219102
0.13090272
0.57324123
0.015993657
0.0342679
0.0075334664
0.055902928
0.75309956
0.12341762
0.025778573
0.027258495
0.0077977045
0.05081763
0.76956916
0.11665757
0.027899327
0.00984893
0.0043432564
0.019373063
0.9080215
0.045985546
0.012427692
0.021860328
0.0048776
0.03823875
0.82618374
0.089935
0.018904563
0.0102527505
0.0032809207
0.019350156
0.89674777
0.05819169
0.012176691
0.010317428
0.0031703224
0.018431522
0.9079909
0.04721483
0.012875004
0.01047687
0.0036125802
0.01901748
0.9059189
0.046841457
0.01413276
0.07901817
0.012128641
0.13398086
0.1283133
0.63593644
0.010622594
0.01132672
0.004347693
0.01957763
0.8995667
0.05335008
0.011831258
0.008578729
0.0030984865
0.018403932
0.91159654
0.04598638
0.012335864
0.006330227
0.0018921505
0.013297487
0.9360641
0.033194236
0.00922176
0.006010894
0.002815525
0.014049776
0.92290497
0.045693383
0.008525415
0.012137876
0.006814519
0.023546362
0.8862341
0.05594555
0.015321589
0.005836932
0.0024336944
0.011690359
0.9270353
0.0448832
0.008120423
0.009224711
0.0042420393
0.01781193
0.9105462
0.046587393
0.011587699
0.01311451
0.004691882
0.021386394
0.88597697
0.061018668
0.013811636
0.11436982
0.016921565
0.3222575
0.09886303
0.32938695
0.118201174
0.007938697
0.0038468188
0.0181831
0.90229326
0.05486048
0.0128776
0.10094367
0.026111497
0.32553014
0.104756005
0.38098177
0.06167694
0.008835194
0.0038777916
0.018958572
0.90093154
0.053213187
0.014183681
0.0061820038
0.0031969878
0.013175061
0.9261411
0.041370157
0.009934726
0.008627314
0.002806091
0.014763044
0.92663205
0.035853434
0.011318025
0.012121738
0.003925685
0.025200237
0.86182505
0.08088993
0.016037287
0.008192088
0.0036682403
0.013816289
0.9314858
0.032770813
0.01006676
0.00955572
0.0019097765
0.02041243
0.90824497
0.04946797
0.010409103
0.007450746
0.002371476
0.011305196
0.9402929
0.028056642
0.01052305
0.0123959435
0.001820348
0.024064507
0.90387684
0.042804044
0.015038267
0.008531589
0.0031334702
0.015573873
0.92297584
0.03919637
0.010588884
0.008798095
0.0033792532
0.020753795
0.8996701
0.055462904
0.011935856
0.012134348
0.0046639508
0.033949453
0.86260515
0.0686606
0.017986491
0.012847854
0.0034194808
0.025671434
0.89228064
0.048069194
0.017711468
0.10862922
0.0088318465
0.25983468
0.07725252
0.5157701
0.029681621
0.11405165
0.011891256
0.25116232
0.046884887
0.54604554
0.0299643
0.12575147
0.006805886
0.2465651
0.069125675
0.5176115
0.034140356
0.13887717
0.011795881
0.24978584
0.04440419
0.52255124
0.032585688
0.13887717
0.011795881
0.24978584
0.04440419
0.52255124
0.032585688
0.1431835
0.012647501
0.2764601
0.023955278
0.5049418
0.038811713
0.14875169
0.013146244
0.23123118
0.02705569
0.54500973
0.034805514
0.16336241
0.01096516
0.22801906
0.022797517
0.532987
0.04186885
0.13786836
0.02061497
0.27730343
0.02047245
0.4888509
0.05488991
0.15913811
0.015822448
0.2562349
0.025839822
0.4795415
0.0634232
0.14076024
0.017855361
0.22919284
0.01916334
0.5432278
0.04980044
0.13838084
0.017983183
0.22074766
0.017977554
0.5482748
0.056635935
0.1179706
0.014855605
0.24932118
0.014768198
0.57912177
0.023962645
0.13707471
0.014825689
0.19192256
0.017294003
0.621252
0.017631076
0.13707471
0.014825689
0.19192256
0.017294003
0.621252
0.017631076
0.11564524
0.014120503
0.19543368
0.015289094
0.6372006
0.022310866
